t_boot_s,event,scale,alt_m,vz_mps,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,esc1,esc2,esc3,esc4,mode,armed
25.428,takeoff to 20 m,nan,18.488,-0.775,0.06,-0.05,96.25,0.08,-0.30,-0.04,756,757,757,757,TAKEOFF,1
25.448,takeoff to 20 m,nan,18.488,-0.775,0.06,-0.05,96.25,0.12,-0.27,-0.10,756,757,757,757,TAKEOFF,1
25.468,takeoff to 20 m,nan,18.522,-0.758,0.06,-0.06,96.25,0.19,-0.27,-0.09,756,756,757,757,TAKEOFF,1
25.488,takeoff to 20 m,nan,18.522,-0.758,0.07,-0.06,96.25,0.23,-0.25,-0.10,756,756,757,757,TAKEOFF,1
25.508,takeoff to 20 m,nan,18.556,-0.742,0.07,-0.07,96.25,0.21,-0.26,-0.13,757,757,758,757,TAKEOFF,1
25.528,takeoff to 20 m,nan,18.556,-0.742,0.07,-0.07,96.24,0.24,-0.15,-0.15,757,757,758,757,TAKEOFF,1
25.548,takeoff to 20 m,nan,18.556,-0.742,0.08,-0.08,96.24,0.20,-0.16,-0.09,757,757,758,757,TAKEOFF,1
25.568,takeoff to 20 m,nan,18.589,-0.727,0.08,-0.08,96.24,0.25,-0.14,-0.11,756,756,757,757,TAKEOFF,1
25.588,takeoff to 20 m,nan,18.589,-0.727,0.09,-0.08,96.23,0.30,-0.09,-0.14,756,756,757,757,TAKEOFF,1
25.608,takeoff to 20 m,nan,18.627,-0.708,0.09,-0.09,96.23,0.22,-0.14,-0.13,757,757,758,757,TAKEOFF,1
25.628,takeoff to 20 m,nan,18.627,-0.708,0.10,-0.09,96.22,0.33,-0.10,-0.14,757,757,758,757,TAKEOFF,1
25.648,takeoff to 20 m,nan,18.627,-0.708,0.10,-0.09,96.22,0.30,-0.04,-0.14,757,757,758,757,TAKEOFF,1
25.668,takeoff to 20 m,nan,18.659,-0.693,0.11,-0.09,96.22,0.23,0.01,-0.09,757,757,757,757,TAKEOFF,1
25.688,takeoff to 20 m,nan,18.659,-0.693,0.11,-0.09,96.21,0.29,-0.03,-0.14,757,757,757,757,TAKEOFF,1
25.708,takeoff to 20 m,nan,18.691,-0.678,0.11,-0.09,96.21,0.23,0.07,-0.15,758,758,758,758,TAKEOFF,1
25.728,takeoff to 20 m,nan,18.691,-0.678,0.12,-0.09,96.21,0.28,0.04,-0.13,758,758,758,758,TAKEOFF,1
25.748,takeoff to 20 m,nan,18.691,-0.678,0.12,-0.09,96.20,0.26,0.15,-0.22,758,758,758,758,TAKEOFF,1
25.768,takeoff to 20 m,nan,18.721,-0.663,0.13,-0.08,96.20,0.22,0.07,-0.11,757,757,757,757,TAKEOFF,1
25.788,takeoff to 20 m,nan,18.721,-0.663,0.13,-0.08,96.20,0.21,0.06,-0.11,757,757,757,757,TAKEOFF,1
25.808,takeoff to 20 m,nan,18.756,-0.646,0.14,-0.08,96.19,0.24,0.11,-0.16,758,758,758,758,TAKEOFF,1
25.828,takeoff to 20 m,nan,18.756,-0.646,0.14,-0.08,96.19,0.20,0.16,-0.09,758,758,758,758,TAKEOFF,1
25.848,takeoff to 20 m,nan,18.756,-0.646,0.15,-0.08,96.19,0.24,0.09,-0.13,758,758,758,758,TAKEOFF,1
25.868,takeoff to 20 m,nan,18.786,-0.631,0.15,-0.08,96.19,0.22,0.07,-0.14,758,757,757,757,TAKEOFF,1
25.888,takeoff to 20 m,nan,18.786,-0.631,0.15,-0.07,96.19,0.18,0.02,-0.11,758,757,757,757,TAKEOFF,1
25.908,takeoff to 20 m,nan,18.814,-0.617,0.16,-0.07,96.18,0.13,0.09,-0.14,758,758,758,758,TAKEOFF,1
25.928,takeoff to 20 m,nan,18.814,-0.617,0.16,-0.07,96.18,0.04,0.10,-0.11,758,758,758,758,TAKEOFF,1
25.948,takeoff to 20 m,nan,18.814,-0.617,0.16,-0.07,96.18,0.12,0.10,-0.10,758,758,758,758,TAKEOFF,1
25.968,takeoff to 20 m,nan,18.842,-0.603,0.16,-0.07,96.18,0.04,0.15,-0.11,758,758,757,757,TAKEOFF,1
25.988,takeoff to 20 m,nan,18.842,-0.603,0.16,-0.06,96.18,0.07,0.06,-0.14,758,758,757,757,TAKEOFF,1
26.008,takeoff to 20 m,nan,18.874,-0.587,0.16,-0.06,96.18,0.04,0.10,-0.11,759,759,758,758,TAKEOFF,1
26.028,takeoff to 20 m,nan,18.874,-0.587,0.16,-0.06,96.18,0.03,0.04,-0.09,759,759,758,758,TAKEOFF,1
26.048,takeoff to 20 m,nan,18.874,-0.587,0.16,-0.06,96.18,0.01,0.12,-0.06,759,759,758,758,TAKEOFF,1
26.068,takeoff to 20 m,nan,18.901,-0.573,0.16,-0.06,96.18,0.04,0.06,-0.11,758,758,758,758,TAKEOFF,1
26.088,takeoff to 20 m,nan,18.901,-0.573,0.16,-0.05,96.18,-0.04,0.03,-0.04,758,758,758,758,TAKEOFF,1
26.108,takeoff to 20 m,nan,18.927,-0.559,0.16,-0.05,96.19,0.01,0.09,-0.08,759,759,758,759,TAKEOFF,1
26.128,takeoff to 20 m,nan,18.927,-0.559,0.16,-0.05,96.19,-0.05,0.01,-0.02,759,759,758,759,TAKEOFF,1
26.148,takeoff to 20 m,nan,18.927,-0.559,0.16,-0.05,96.19,-0.02,0.04,-0.02,759,759,758,759,TAKEOFF,1
26.168,takeoff to 20 m,nan,18.953,-0.546,0.16,-0.05,96.19,-0.06,-0.03,-0.07,758,759,758,758,TAKEOFF,1
26.188,takeoff to 20 m,nan,18.953,-0.546,0.16,-0.05,96.20,-0.07,-0.06,0.01,758,759,758,758,TAKEOFF,1
26.208,takeoff to 20 m,nan,18.981,-0.531,0.16,-0.05,96.20,-0.05,-0.04,-0.04,759,759,759,759,TAKEOFF,1
26.228,takeoff to 20 m,nan,18.981,-0.531,0.16,-0.05,96.20,-0.03,-0.06,-0.03,759,759,759,759,TAKEOFF,1
26.248,takeoff to 20 m,nan,18.981,-0.531,0.16,-0.05,96.21,-0.18,-0.02,-0.01,759,759,759,759,TAKEOFF,1
26.268,takeoff to 20 m,nan,19.005,-0.518,0.15,-0.05,96.21,-0.13,-0.04,-0.03,759,759,759,759,TAKEOFF,1
26.288,takeoff to 20 m,nan,19.005,-0.518,0.15,-0.05,96.21,-0.21,-0.06,0.01,759,759,759,759,TAKEOFF,1
26.308,takeoff to 20 m,nan,19.029,-0.506,0.15,-0.05,96.22,-0.23,-0.14,-0.04,759,759,760,759,TAKEOFF,1
26.328,takeoff to 20 m,nan,19.029,-0.506,0.14,-0.05,96.22,-0.31,-0.09,0.00,759,759,760,759,TAKEOFF,1
26.348,takeoff to 20 m,nan,19.029,-0.506,0.14,-0.05,96.22,-0.19,-0.04,-0.02,759,759,760,759,TAKEOFF,1
26.368,takeoff to 20 m,nan,19.052,-0.494,0.13,-0.06,96.23,-0.23,-0.07,-0.03,759,759,759,760,TAKEOFF,1
26.388,takeoff to 20 m,nan,19.052,-0.494,0.13,-0.06,96.23,-0.32,-0.11,-0.03,759,759,759,760,TAKEOFF,1
26.408,takeoff to 20 m,nan,19.078,-0.480,0.12,-0.06,96.23,-0.32,-0.10,-0.05,760,760,760,761,TAKEOFF,1
26.428,takeoff to 20 m,nan,19.078,-0.480,0.11,-0.06,96.23,-0.35,-0.07,-0.03,760,760,760,761,TAKEOFF,1
26.448,takeoff to 20 m,nan,19.078,-0.480,0.11,-0.06,96.24,-0.37,-0.08,-0.03,760,760,760,761,TAKEOFF,1
26.468,takeoff to 20 m,nan,19.100,-0.469,0.10,-0.06,96.24,-0.34,-0.04,0.04,760,760,760,760,TAKEOFF,1
26.488,takeoff to 20 m,nan,19.100,-0.469,0.09,-0.06,96.24,-0.35,-0.10,-0.02,760,760,760,760,TAKEOFF,1
26.508,takeoff to 20 m,nan,19.122,-0.457,0.09,-0.06,96.24,-0.36,-0.08,-0.08,759,760,760,760,TAKEOFF,1
26.528,takeoff to 20 m,nan,19.122,-0.457,0.08,-0.06,96.24,-0.35,-0.07,-0.05,759,760,760,760,TAKEOFF,1
26.548,takeoff to 20 m,nan,19.122,-0.457,0.07,-0.07,96.24,-0.34,-0.17,-0.05,759,760,760,760,TAKEOFF,1
26.568,takeoff to 20 m,nan,19.143,-0.446,0.07,-0.07,96.24,-0.23,-0.07,-0.07,759,759,760,759,TAKEOFF,1
26.588,takeoff to 20 m,nan,19.143,-0.446,0.06,-0.07,96.25,-0.31,-0.04,-0.08,759,759,760,759,TAKEOFF,1
26.608,takeoff to 20 m,nan,19.167,-0.434,0.06,-0.07,96.25,-0.32,-0.14,-0.06,761,760,762,761,TAKEOFF,1
26.628,takeoff to 20 m,nan,19.167,-0.434,0.05,-0.07,96.25,-0.13,-0.01,-0.07,761,760,762,761,TAKEOFF,1
26.648,takeoff to 20 m,nan,19.167,-0.434,0.05,-0.07,96.25,-0.12,-0.06,-0.10,761,760,762,761,TAKEOFF,1
26.668,takeoff to 20 m,nan,19.187,-0.423,0.05,-0.07,96.24,-0.06,-0.09,-0.11,760,760,761,761,TAKEOFF,1
26.688,takeoff to 20 m,nan,19.187,-0.423,0.04,-0.07,96.24,-0.12,-0.09,-0.06,760,760,761,761,TAKEOFF,1
26.708,takeoff to 20 m,nan,19.206,-0.413,0.04,-0.07,96.24,-0.12,-0.00,-0.01,760,761,761,761,TAKEOFF,1
26.728,takeoff to 20 m,nan,19.206,-0.413,0.04,-0.07,96.24,0.00,-0.06,-0.12,760,761,761,761,TAKEOFF,1
26.748,takeoff to 20 m,nan,19.206,-0.413,0.04,-0.07,96.24,0.11,-0.01,-0.11,760,761,761,761,TAKEOFF,1
26.768,takeoff to 20 m,nan,19.225,-0.402,0.04,-0.08,96.24,0.07,-0.05,-0.09,761,761,761,761,TAKEOFF,1
26.788,takeoff to 20 m,nan,19.225,-0.402,0.04,-0.07,96.24,0.03,0.06,-0.08,761,761,761,761,TAKEOFF,1
26.808,takeoff to 20 m,nan,19.247,-0.391,0.04,-0.07,96.24,0.06,-0.01,-0.12,761,761,762,762,TAKEOFF,1
26.828,takeoff to 20 m,nan,19.247,-0.391,0.04,-0.07,96.23,0.10,0.10,-0.17,761,761,762,762,TAKEOFF,1
26.848,takeoff to 20 m,nan,19.247,-0.391,0.05,-0.07,96.23,0.12,-0.03,-0.18,761,761,762,762,TAKEOFF,1
26.868,takeoff to 20 m,nan,19.265,-0.381,0.05,-0.07,96.23,0.14,-0.07,-0.14,761,761,762,761,TAKEOFF,1
26.888,takeoff to 20 m,nan,19.265,-0.381,0.05,-0.07,96.23,0.13,0.04,-0.16,761,761,762,761,TAKEOFF,1
26.908,takeoff to 20 m,nan,19.282,-0.371,0.05,-0.07,96.23,0.09,0.04,-0.14,762,762,762,762,TAKEOFF,1
26.928,takeoff to 20 m,nan,19.282,-0.371,0.06,-0.07,96.22,0.10,0.01,-0.17,762,762,762,762,TAKEOFF,1
26.948,takeoff to 20 m,nan,19.282,-0.371,0.06,-0.07,96.22,0.02,0.06,-0.16,762,762,762,762,TAKEOFF,1
26.968,takeoff to 20 m,nan,19.299,-0.362,0.06,-0.07,96.22,0.03,-0.02,-0.12,762,761,761,761,TAKEOFF,1
26.988,takeoff to 20 m,nan,19.299,-0.362,0.06,-0.07,96.22,-0.05,0.06,-0.15,762,761,761,761,TAKEOFF,1
27.008,takeoff to 20 m,nan,19.318,-0.352,0.06,-0.07,96.21,-0.09,0.11,-0.08,762,763,762,763,TAKEOFF,1
27.028,takeoff to 20 m,nan,19.318,-0.352,0.05,-0.07,96.21,-0.02,-0.05,-0.10,762,763,762,763,TAKEOFF,1
27.048,takeoff to 20 m,nan,19.318,-0.352,0.05,-0.07,96.21,-0.02,0.02,-0.08,762,763,762,763,TAKEOFF,1
27.068,takeoff to 20 m,nan,19.334,-0.343,0.05,-0.07,96.21,-0.04,0.07,-0.14,763,762,762,762,LOITER,1
27.088,takeoff to 20 m,nan,19.334,-0.343,0.05,-0.07,96.20,-0.08,0.15,-0.17,763,762,762,762,LOITER,1
27.108,takeoff to 20 m,nan,19.350,-0.335,0.05,-0.07,96.20,-0.16,0.14,-0.08,763,763,763,763,LOITER,1
27.128,takeoff to 20 m,nan,19.350,-0.335,0.05,-0.06,96.20,-0.11,0.25,-0.11,763,763,763,763,LOITER,1
27.148,takeoff to 20 m,nan,19.350,-0.335,0.04,-0.06,96.20,-0.06,0.24,-0.08,763,763,763,763,LOITER,1
27.168,takeoff to 20 m,nan,19.365,-0.327,0.04,-0.05,96.20,-0.13,0.20,-0.12,763,763,763,763,LOITER,1
27.188,takeoff to 20 m,nan,19.365,-0.327,0.04,-0.05,96.19,-0.21,0.22,-0.13,763,763,763,763,LOITER,1
27.208,takeoff to 20 m,nan,19.382,-0.317,0.04,-0.05,96.19,-0.20,0.24,-0.14,763,764,763,763,LOITER,1
27.228,takeoff to 20 m,nan,19.382,-0.317,0.03,-0.04,96.19,-0.22,0.26,-0.11,763,764,763,763,LOITER,1
27.248,takeoff to 20 m,nan,19.382,-0.317,0.03,-0.04,96.19,-0.18,0.13,-0.07,763,764,763,763,LOITER,1
27.268,takeoff to 20 m,nan,19.397,-0.310,0.03,-0.03,96.18,-0.18,0.19,-0.08,764,763,763,763,LOITER,1
27.288,takeoff to 20 m,nan,19.397,-0.310,0.02,-0.03,96.18,-0.20,0.32,-0.08,764,763,763,763,LOITER,1
27.308,takeoff to 20 m,nan,19.411,-0.302,0.02,-0.02,96.18,-0.28,0.24,-0.08,764,764,763,763,LOITER,1
27.328,takeoff to 20 m,nan,19.411,-0.302,0.01,-0.02,96.18,-0.30,0.16,-0.09,764,764,763,763,LOITER,1
27.348,takeoff to 20 m,nan,19.411,-0.302,0.01,-0.02,96.18,-0.24,0.25,-0.06,764,764,763,763,LOITER,1
27.368,takeoff to 20 m,nan,19.425,-0.295,0.00,-0.01,96.18,-0.27,0.26,-0.07,763,764,763,763,LOITER,1
27.388,takeoff to 20 m,nan,19.425,-0.295,-0.00,-0.01,96.18,-0.23,0.31,-0.04,763,764,763,763,LOITER,1
27.408,takeoff to 20 m,nan,19.441,-0.286,-0.01,-0.00,96.18,-0.24,0.26,-0.06,764,764,764,764,LOITER,1
27.428,takeoff to 20 m,nan,19.441,-0.286,-0.01,0.00,96.18,-0.25,0.23,-0.05,764,764,764,764,LOITER,1
27.448,takeoff to 20 m,nan,19.441,-0.286,-0.02,0.01,96.18,-0.26,0.27,-0.02,764,764,764,764,LOITER,1
27.468,takeoff to 20 m,nan,19.454,-0.279,-0.02,0.01,96.17,-0.26,0.22,-0.03,764,764,764,763,LOITER,1
27.488,takeoff to 20 m,nan,19.454,-0.279,-0.03,0.02,96.17,-0.27,0.33,-0.02,764,764,764,763,LOITER,1
27.508,takeoff to 20 m,nan,19.467,-0.273,-0.03,0.02,96.17,-0.20,0.29,-0.04,764,764,764,764,LOITER,1
27.528,takeoff to 20 m,nan,19.467,-0.273,-0.04,0.03,96.17,-0.25,0.24,-0.01,764,764,764,764,LOITER,1
27.548,takeoff to 20 m,nan,19.467,-0.273,-0.04,0.03,96.17,-0.27,0.15,0.03,764,764,764,764,LOITER,1
27.568,takeoff to 20 m,nan,19.479,-0.266,-0.05,0.04,96.18,-0.18,0.20,0.04,764,764,764,763,LOITER,1
27.588,takeoff to 20 m,nan,19.479,-0.266,-0.05,0.04,96.18,-0.20,0.22,-0.04,764,764,764,763,LOITER,1
27.608,takeoff to 20 m,nan,19.493,-0.259,-0.05,0.05,96.18,-0.23,0.18,0.03,764,765,764,764,LOITER,1
27.628,takeoff to 20 m,nan,19.493,-0.259,-0.06,0.05,96.18,-0.25,0.13,0.01,764,765,764,764,LOITER,1
27.648,takeoff to 20 m,nan,19.493,-0.259,-0.06,0.05,96.18,-0.24,0.16,-0.01,764,765,764,764,LOITER,1
27.668,takeoff to 20 m,nan,19.505,-0.252,-0.07,0.05,96.18,-0.19,0.03,-0.01,764,765,764,764,LOITER,1
27.688,takeoff to 20 m,nan,19.505,-0.252,-0.07,0.06,96.18,-0.20,0.08,0.03,764,765,764,764,LOITER,1
27.708,takeoff to 20 m,nan,19.517,-0.246,-0.07,0.06,96.18,-0.17,0.03,-0.02,765,764,764,764,LOITER,1
27.728,takeoff to 20 m,nan,19.517,-0.246,-0.08,0.06,96.18,-0.19,0.06,0.01,765,764,764,764,LOITER,1
27.748,takeoff to 20 m,nan,19.517,-0.246,-0.08,0.06,96.18,-0.18,0.07,0.02,765,764,764,764,LOITER,1
27.768,takeoff to 20 m,nan,19.528,-0.240,-0.09,0.06,96.18,-0.18,0.02,0.06,764,764,764,764,LOITER,1
27.788,takeoff to 20 m,nan,19.528,-0.240,-0.09,0.06,96.18,-0.17,0.03,0.02,764,764,764,764,LOITER,1
27.808,takeoff to 20 m,nan,19.541,-0.233,-0.09,0.06,96.18,-0.26,0.03,0.03,765,765,765,765,LOITER,1
27.828,takeoff to 20 m,nan,19.541,-0.233,-0.10,0.06,96.18,-0.24,-0.01,0.05,765,765,765,765,LOITER,1
27.848,takeoff to 20 m,nan,19.541,-0.233,-0.10,0.06,96.18,-0.25,0.06,0.05,765,765,765,765,LOITER,1
27.868,takeoff to 20 m,nan,19.552,-0.227,-0.11,0.06,96.18,-0.21,0.01,-0.01,764,765,764,765,LOITER,1
27.888,takeoff to 20 m,nan,19.552,-0.227,-0.11,0.06,96.18,-0.17,0.00,0.01,764,765,764,765,LOITER,1
27.908,takeoff to 20 m,nan,19.562,-0.222,-0.11,0.07,96.18,-0.26,0.01,0.03,765,765,765,765,LOITER,1
27.928,takeoff to 20 m,nan,19.562,-0.222,-0.12,0.07,96.18,-0.22,0.08,0.03,765,765,765,765,LOITER,1
27.948,takeoff to 20 m,nan,19.562,-0.222,-0.12,0.07,96.18,-0.25,0.10,0.02,765,765,765,765,LOITER,1
27.968,takeoff to 20 m,nan,19.572,-0.216,-0.13,0.07,96.18,-0.23,0.10,0.05,764,765,765,765,LOITER,1
27.988,takeoff to 20 m,nan,19.572,-0.216,-0.13,0.07,96.18,-0.27,0.02,0.03,764,765,765,765,LOITER,1
28.008,takeoff to 20 m,nan,19.584,-0.210,-0.14,0.07,96.18,-0.23,0.05,0.02,765,765,765,765,LOITER,1
28.028,takeoff to 20 m,nan,19.584,-0.210,-0.14,0.07,96.18,-0.21,0.00,0.05,765,765,765,765,LOITER,1
28.048,takeoff to 20 m,nan,19.584,-0.210,-0.15,0.07,96.18,-0.28,-0.02,0.00,765,765,765,765,LOITER,1
28.068,takeoff to 20 m,nan,19.594,-0.205,-0.15,0.07,96.18,-0.30,-0.08,0.07,765,765,765,765,LOITER,1
28.088,takeoff to 20 m,nan,19.594,-0.205,-0.15,0.07,96.17,-0.20,-0.16,0.02,765,765,765,765,LOITER,1
28.108,takeoff to 20 m,nan,19.603,-0.200,-0.16,0.07,96.17,-0.26,-0.18,0.03,765,765,765,765,LOITER,1
28.128,takeoff to 20 m,nan,19.603,-0.200,-0.16,0.07,96.17,-0.20,-0.23,0.05,765,765,765,765,LOITER,1
28.148,takeoff to 20 m,nan,19.603,-0.200,-0.17,0.06,96.17,-0.23,-0.23,0.02,765,765,765,765,LOITER,1
28.168,takeoff to 20 m,nan,19.613,-0.195,-0.17,0.06,96.17,-0.25,-0.23,0.00,765,765,765,764,LOITER,1
28.188,takeoff to 20 m,nan,19.613,-0.195,-0.17,0.05,96.17,-0.19,-0.25,0.03,765,765,765,764,LOITER,1
28.208,takeoff to 20 m,nan,19.624,-0.190,-0.18,0.05,96.16,-0.18,-0.21,0.05,765,765,765,765,LOITER,1
28.228,takeoff to 20 m,nan,19.624,-0.190,-0.18,0.04,96.16,-0.16,-0.28,0.07,765,765,765,765,LOITER,1
28.248,takeoff to 20 m,nan,19.624,-0.190,-0.18,0.04,96.16,-0.16,-0.25,0.04,765,765,765,765,LOITER,1
28.268,takeoff to 20 m,nan,19.633,-0.185,-0.19,0.04,96.16,-0.14,-0.24,0.04,765,765,765,765,LOITER,1
28.288,takeoff to 20 m,nan,19.633,-0.185,-0.19,0.03,96.16,-0.31,-0.25,0.05,765,765,765,765,LOITER,1
28.308,takeoff to 20 m,nan,19.642,-0.180,-0.19,0.03,96.15,-0.18,-0.21,0.02,765,765,765,765,LOITER,1
28.328,takeoff to 20 m,nan,19.642,-0.180,-0.20,0.02,96.15,-0.17,-0.26,0.02,765,765,765,765,LOITER,1
28.348,takeoff to 20 m,nan,19.642,-0.180,-0.20,0.02,96.15,-0.10,-0.21,0.06,765,765,765,765,LOITER,1
28.368,takeoff to 20 m,nan,19.650,-0.175,-0.20,0.02,96.15,-0.12,-0.22,0.03,765,765,765,765,LOITER,1
28.388,takeoff to 20 m,nan,19.650,-0.175,-0.20,0.01,96.14,-0.15,-0.26,0.09,765,765,765,765,LOITER,1
28.408,takeoff to 20 m,nan,19.660,-0.169,-0.20,0.01,96.14,-0.15,-0.20,0.04,765,766,765,765,LOITER,1
28.428,takeoff to 20 m,nan,19.660,-0.169,-0.21,0.00,96.14,-0.15,-0.19,0.04,765,766,765,765,LOITER,1
28.448,takeoff to 20 m,nan,19.660,-0.169,-0.21,-0.00,96.14,-0.15,-0.20,0.10,765,766,765,765,LOITER,1
28.468,takeoff to 20 m,nan,19.668,-0.164,-0.21,-0.01,96.14,-0.08,-0.24,0.05,766,766,766,765,LOITER,1
28.488,takeoff to 20 m,nan,19.668,-0.164,-0.21,-0.01,96.14,-0.01,-0.10,0.09,766,766,766,765,LOITER,1
28.508,takeoff to 20 m,nan,19.676,-0.160,-0.21,-0.01,96.13,-0.03,-0.13,0.05,766,766,765,765,LOITER,1
28.528,takeoff to 20 m,nan,19.676,-0.160,-0.21,-0.01,96.13,0.05,-0.12,0.07,766,766,765,765,LOITER,1
28.548,takeoff to 20 m,nan,19.676,-0.160,-0.21,-0.01,96.13,-0.03,-0.10,0.06,766,766,765,765,LOITER,1
28.568,takeoff to 20 m,nan,19.684,-0.155,-0.21,-0.02,96.13,-0.02,-0.15,0.10,765,766,765,765,LOITER,1
28.588,takeoff to 20 m,nan,19.684,-0.155,-0.21,-0.02,96.13,0.03,-0.10,0.07,765,766,765,765,LOITER,1
28.608,takeoff to 20 m,nan,19.692,-0.150,-0.21,-0.02,96.13,0.07,-0.12,0.14,766,766,766,765,LOITER,1
28.628,takeoff to 20 m,nan,19.692,-0.150,-0.21,-0.02,96.14,0.10,0.06,0.05,766,766,766,765,LOITER,1
28.648,takeoff to 20 m,nan,19.692,-0.150,-0.21,-0.02,96.14,0.07,0.07,0.13,766,766,766,765,LOITER,1
28.668,takeoff to 20 m,nan,19.700,-0.146,-0.20,-0.02,96.14,0.11,0.02,0.16,766,766,766,765,LOITER,1
28.688,takeoff to 20 m,nan,19.700,-0.146,-0.20,-0.02,96.14,0.13,0.03,0.13,766,766,766,765,LOITER,1
28.708,takeoff to 20 m,nan,19.707,-0.142,-0.20,-0.02,96.14,0.14,0.03,0.10,766,766,766,765,LOITER,1
28.728,takeoff to 20 m,nan,19.707,-0.142,-0.19,-0.02,96.15,0.20,0.07,0.14,766,766,766,765,LOITER,1
28.748,takeoff to 20 m,nan,19.707,-0.142,-0.19,-0.02,96.15,0.13,0.11,0.06,766,766,766,765,LOITER,1
28.768,takeoff to 20 m,nan,19.714,-0.138,-0.19,-0.02,96.15,0.14,0.08,0.07,766,766,766,766,LOITER,1
28.788,takeoff to 20 m,nan,19.714,-0.138,-0.18,-0.01,96.15,0.12,0.11,0.10,766,766,766,766,LOITER,1
28.808,takeoff to 20 m,nan,19.721,-0.134,-0.18,-0.01,96.15,0.12,0.09,0.13,766,766,766,766,LOITER,1
28.828,takeoff to 20 m,nan,19.721,-0.134,-0.18,-0.01,96.15,0.13,0.11,0.17,766,766,766,766,LOITER,1
28.848,takeoff to 20 m,nan,19.721,-0.134,-0.18,-0.01,96.15,0.14,0.11,0.14,766,766,766,766,LOITER,1
28.868,takeoff to 20 m,nan,19.728,-0.130,-0.17,-0.01,96.16,0.26,0.05,0.11,766,766,766,766,LOITER,1
28.888,takeoff to 20 m,nan,19.728,-0.130,-0.17,-0.00,96.16,0.31,0.14,0.10,766,766,766,766,LOITER,1
28.908,takeoff to 20 m,nan,19.734,-0.126,-0.16,-0.00,96.16,0.25,0.02,0.08,766,766,766,766,LOITER,1
28.928,takeoff to 20 m,nan,19.734,-0.126,-0.16,-0.00,96.16,0.27,-0.04,0.14,766,766,766,766,LOITER,1
28.948,takeoff to 20 m,nan,19.734,-0.126,-0.15,-0.00,96.16,0.32,-0.01,0.06,766,766,766,766,LOITER,1
28.968,takeoff to 20 m,nan,19.740,-0.123,-0.15,-0.00,96.16,0.34,0.07,0.11,766,766,766,766,LOITER,1
28.988,takeoff to 20 m,nan,19.740,-0.123,-0.14,-0.00,96.17,0.37,0.07,0.08,766,766,766,766,LOITER,1
29.008,takeoff to 20 m,nan,19.747,-0.119,-0.13,-0.00,96.17,0.39,-0.05,0.10,767,767,767,766,LOITER,1
29.028,takeoff to 20 m,nan,19.747,-0.119,-0.13,-0.00,96.17,0.44,-0.02,0.08,767,767,767,766,LOITER,1
29.048,takeoff to 20 m,nan,19.747,-0.119,-0.12,-0.00,96.17,0.43,0.04,0.12,767,767,767,766,LOITER,1
29.068,takeoff to 20 m,nan,19.753,-0.116,-0.11,-0.00,96.18,0.44,0.12,0.12,766,767,767,767,LOITER,1
29.088,takeoff to 20 m,nan,19.753,-0.116,-0.10,0.00,96.18,0.53,0.07,0.12,766,767,767,767,LOITER,1
29.108,takeoff to 20 m,nan,19.759,-0.114,-0.09,0.00,96.18,0.51,0.17,0.03,766,766,766,767,LOITER,1
29.128,takeoff to 20 m,nan,19.759,-0.114,-0.08,0.01,96.18,0.55,0.13,0.09,766,766,766,767,LOITER,1
29.148,takeoff to 20 m,nan,19.759,-0.114,-0.07,0.01,96.18,0.58,0.09,0.06,766,766,766,767,LOITER,1
29.168,takeoff to 20 m,nan,19.765,-0.110,-0.06,0.01,96.18,0.60,0.05,0.06,766,766,766,766,LOITER,1
29.188,takeoff to 20 m,nan,19.765,-0.110,-0.05,0.01,96.18,0.64,0.05,0.05,766,766,766,766,LOITER,1
29.208,takeoff to 20 m,nan,19.772,-0.107,-0.03,0.01,96.18,0.60,0.13,0.09,766,767,766,767,LOITER,1
29.228,takeoff to 20 m,nan,19.772,-0.107,-0.02,0.01,96.18,0.66,0.06,0.05,766,767,766,767,LOITER,1
29.248,takeoff to 20 m,nan,19.772,-0.107,-0.01,0.02,96.18,0.57,-0.02,0.07,766,767,766,767,LOITER,1
29.268,takeoff to 20 m,nan,19.778,-0.103,0.00,0.02,96.18,0.63,0.06,0.06,767,766,767,766,LOITER,1
29.288,takeoff to 20 m,nan,19.778,-0.103,0.01,0.02,96.18,0.53,0.08,0.04,767,766,767,766,LOITER,1
29.308,takeoff to 20 m,nan,19.783,-0.100,0.02,0.02,96.18,0.53,0.07,0.05,766,766,766,766,LOITER,1
29.328,takeoff to 20 m,nan,19.783,-0.100,0.04,0.02,96.18,0.56,0.06,0.03,766,766,766,766,LOITER,1
29.348,takeoff to 20 m,nan,19.783,-0.100,0.04,0.02,96.18,0.42,0.13,0.01,766,766,766,766,LOITER,1
29.368,takeoff to 20 m,nan,19.789,-0.097,0.05,0.03,96.18,0.35,0.13,0.09,766,766,766,766,LOITER,1
29.388,takeoff to 20 m,nan,19.789,-0.097,0.06,0.03,96.18,0.26,0.04,0.00,766,766,766,766,LOITER,1
29.408,takeoff to 20 m,nan,19.794,-0.093,0.06,0.03,96.18,0.22,-0.06,0.03,767,766,767,767,LOITER,1
29.428,takeoff to 20 m,nan,19.794,-0.093,0.07,0.03,96.18,0.26,-0.02,0.07,767,766,767,767,LOITER,1
29.448,takeoff to 20 m,nan,19.794,-0.093,0.08,0.03,96.18,0.24,0.10,0.05,767,766,767,767,LOITER,1
