t_boot_s,event,scale,alt_m,vz_mps,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,esc1,esc2,esc3,esc4,mode,armed
6.104,start,nan,0.034,-0.001,0.01,0.01,-0.00,0.02,-0.02,0.00,,,,,?,0
6.124,start,nan,0.034,-0.001,0.01,0.01,-0.00,0.06,0.00,0.01,0,0,0,0,?,0
6.144,start,nan,0.034,-0.001,0.01,0.01,-0.00,0.01,-0.01,0.06,0,0,0,0,?,0
6.164,start,nan,0.037,-0.001,0.01,0.01,0.00,0.05,0.00,0.01,0,0,0,0,?,0
6.184,start,nan,0.037,-0.001,0.01,0.01,-0.00,-0.01,-0.03,-0.02,0,0,0,0,?,0
6.204,start,nan,0.040,-0.001,0.01,0.01,-0.00,0.03,-0.01,-0.01,0,0,0,0,?,0
6.224,start,nan,0.040,-0.001,0.01,0.01,-0.00,0.03,-0.00,0.00,0,0,0,0,?,0
6.244,start,nan,0.040,-0.001,0.01,0.01,0.00,0.00,-0.03,0.06,0,0,0,0,?,0
6.264,start,nan,0.043,-0.001,0.01,0.01,0.00,-0.01,-0.00,0.01,0,0,0,0,?,0
6.284,start,nan,0.043,-0.001,0.01,0.01,0.00,0.03,0.01,0.06,0,0,0,0,?,0
6.304,start,nan,0.045,-0.001,0.01,0.01,0.00,0.00,0.02,-0.03,0,0,0,0,?,0
6.324,start,nan,0.045,-0.001,0.01,0.01,0.00,-0.01,-0.01,0.03,0,0,0,0,?,0
6.344,start,nan,0.045,-0.001,0.01,0.01,95.95,0.02,-0.04,0.04,0,0,0,0,?,0
6.364,start,nan,0.046,-0.001,0.01,0.01,95.95,0.02,-0.02,-0.01,0,0,0,0,?,0
6.384,start,nan,0.046,-0.001,0.01,0.00,95.95,0.01,-0.08,0.00,0,0,0,0,?,0
6.404,start,nan,0.046,-0.001,0.01,0.00,95.95,0.04,0.05,0.04,0,0,0,0,?,0
6.424,start,nan,0.046,-0.001,0.01,0.00,95.95,-0.03,0.06,-0.04,0,0,0,0,?,0
6.444,start,nan,0.046,-0.001,0.01,0.00,95.95,-0.04,0.00,-0.04,0,0,0,0,?,0
6.464,start,nan,0.047,-0.001,0.01,0.00,95.95,0.01,-0.03,-0.04,0,0,0,0,?,0
6.484,start,nan,0.047,-0.001,0.01,0.00,95.96,-0.03,0.01,-0.02,0,0,0,0,?,0
6.504,start,nan,0.047,-0.001,0.00,-0.00,95.96,0.03,-0.05,0.01,0,0,0,0,?,0
6.524,start,nan,0.047,-0.001,0.00,-0.01,95.96,-0.01,-0.02,-0.04,0,0,0,0,?,0
6.544,start,nan,0.047,-0.001,0.00,-0.01,95.96,0.04,-0.02,0.01,0,0,0,0,?,0
6.564,start,nan,0.047,-0.001,0.00,-0.01,95.97,-0.02,0.03,0.00,0,0,0,0,?,0
6.584,start,nan,0.047,-0.001,-0.00,-0.02,95.97,-0.03,0.01,-0.02,0,0,0,0,?,0
6.604,start,nan,0.047,-0.002,-0.00,-0.02,95.97,-0.04,0.01,0.01,0,0,0,0,?,0
6.624,start,nan,0.047,-0.002,-0.01,-0.03,95.98,0.01,0.02,0.03,0,0,0,0,?,0
6.644,start,nan,0.047,-0.002,-0.01,-0.03,95.98,-0.03,0.00,0.01,0,0,0,0,?,0
6.664,start,nan,0.048,-0.002,-0.01,-0.03,95.99,-0.02,-0.04,0.01,0,0,0,0,?,0
6.684,start,nan,0.048,-0.002,-0.01,-0.04,95.99,0.02,0.02,0.01,0,0,0,0,?,0
6.704,start,nan,0.048,-0.003,-0.01,-0.04,96.00,-0.03,0.03,-0.04,0,0,0,0,?,0
6.724,start,nan,0.048,-0.003,-0.01,-0.04,96.00,0.01,-0.05,0.00,0,0,0,0,?,0
6.744,start,nan,0.048,-0.003,-0.02,-0.05,96.00,0.01,0.01,0.04,0,0,0,0,?,0
6.764,start,nan,0.049,-0.003,-0.02,-0.05,96.00,0.03,0.02,0.06,0,0,0,0,?,0
6.784,start,nan,0.049,-0.003,-0.02,-0.05,96.01,0.04,-0.07,-0.05,0,0,0,0,?,0
6.804,start,nan,0.049,-0.003,-0.02,-0.05,96.01,0.00,0.01,-0.01,0,0,0,0,?,0
6.824,start,nan,0.049,-0.003,-0.02,-0.06,96.01,0.01,-0.05,-0.04,0,0,0,0,?,0
6.844,start,nan,0.049,-0.003,-0.03,-0.06,96.01,-0.03,0.03,-0.02,0,0,0,0,?,0
6.864,start,nan,0.050,-0.004,-0.03,-0.06,96.02,0.02,-0.04,0.01,0,0,0,0,?,0
6.884,start,nan,0.050,-0.004,-0.03,-0.07,96.02,0.01,0.02,-0.00,0,0,0,0,?,0
6.904,start,nan,0.050,-0.004,-0.03,-0.07,96.03,0.01,-0.00,0.01,0,0,0,0,?,0
6.924,start,nan,0.050,-0.004,-0.03,-0.08,96.04,-0.02,-0.01,0.01,0,0,0,0,?,0
6.944,start,nan,0.050,-0.004,-0.03,-0.08,96.04,0.05,-0.01,-0.04,0,0,0,0,?,0
6.964,start,nan,0.050,-0.004,-0.03,-0.09,96.05,-0.01,-0.02,-0.00,0,0,0,0,?,0
6.984,start,nan,0.050,-0.004,-0.03,-0.10,96.06,-0.01,-0.02,-0.00,0,0,0,0,?,0
7.004,start,nan,0.050,-0.004,-0.03,-0.11,96.07,-0.02,-0.03,0.00,0,0,0,0,?,0
7.024,start,nan,0.050,-0.004,-0.03,-0.11,96.07,0.02,0.02,0.01,0,0,0,0,?,0
7.044,start,nan,0.050,-0.004,-0.03,-0.12,96.08,0.03,-0.05,-0.03,0,0,0,0,?,0
7.064,start,nan,0.051,-0.004,-0.04,-0.13,96.09,-0.03,0.03,0.03,0,0,0,0,?,0
7.084,start,nan,0.051,-0.004,-0.04,-0.13,96.10,0.02,-0.02,0.03,0,0,0,0,?,0
7.104,start,nan,0.051,-0.005,-0.04,-0.14,96.10,-0.00,0.03,-0.04,0,0,0,0,LOITER,0
7.124,start,nan,0.051,-0.005,-0.04,-0.14,96.11,0.04,-0.03,0.00,0,0,0,0,LOITER,0
7.144,start,nan,0.051,-0.005,-0.04,-0.15,96.11,0.02,0.02,0.02,0,0,0,0,LOITER,0
7.164,start,nan,0.052,-0.006,-0.05,-0.15,96.11,0.02,-0.04,-0.03,0,0,0,0,LOITER,0
7.184,start,nan,0.052,-0.006,-0.05,-0.15,96.12,0.03,-0.01,-0.02,0,0,0,0,LOITER,0
7.204,start,nan,0.053,-0.006,-0.05,-0.16,96.12,0.01,-0.04,0.03,0,0,0,0,LOITER,0
7.224,start,nan,0.053,-0.006,-0.05,-0.16,96.12,0.02,0.06,-0.01,0,0,0,0,LOITER,0
7.244,start,nan,0.053,-0.006,-0.06,-0.16,96.12,-0.01,0.01,-0.00,0,0,0,0,LOITER,0
7.264,start,nan,0.055,-0.007,-0.06,-0.16,96.12,0.01,0.01,0.00,0,0,0,0,LOITER,0
7.284,start,nan,0.055,-0.007,-0.06,-0.15,96.12,0.03,0.02,0.02,0,0,0,0,LOITER,0
7.304,start,nan,0.056,-0.008,-0.06,-0.15,96.11,0.05,-0.03,-0.02,0,0,0,0,LOITER,0
7.324,start,nan,0.056,-0.008,-0.06,-0.15,96.11,0.05,-0.05,-0.04,0,0,0,0,LOITER,0
7.344,start,nan,0.056,-0.008,-0.06,-0.15,96.11,-0.00,0.00,-0.01,0,0,0,0,LOITER,0
7.364,start,nan,0.057,-0.009,-0.06,-0.14,96.10,0.07,-0.04,0.05,0,0,0,0,LOITER,0
7.384,start,nan,0.057,-0.009,-0.06,-0.14,96.10,0.03,0.00,-0.04,0,0,0,0,LOITER,0
7.404,start,nan,0.058,-0.009,-0.06,-0.13,96.09,0.02,0.01,0.02,0,0,0,0,LOITER,0
7.424,start,nan,0.058,-0.009,-0.06,-0.13,96.09,0.00,-0.03,-0.03,0,0,0,0,LOITER,0
7.444,start,nan,0.058,-0.009,-0.06,-0.12,96.08,-0.01,0.01,0.01,0,0,0,0,LOITER,0
7.464,start,nan,0.059,-0.009,-0.06,-0.12,96.08,-0.02,-0.04,-0.04,0,0,0,0,LOITER,0
7.484,start,nan,0.059,-0.009,-0.06,-0.11,96.07,0.01,-0.03,0.06,0,0,0,0,LOITER,0
7.504,start,nan,0.060,-0.010,-0.06,-0.11,96.07,-0.01,-0.01,-0.01,0,0,0,0,LOITER,0
7.524,start,nan,0.060,-0.010,-0.06,-0.11,96.06,0.02,-0.05,0.03,0,0,0,0,LOITER,0
7.544,start,nan,0.060,-0.010,-0.05,-0.10,96.06,0.04,-0.03,-0.08,0,0,0,0,LOITER,0
7.564,start,nan,0.060,-0.010,-0.05,-0.10,96.06,0.01,-0.03,0.02,0,0,0,0,LOITER,0
7.584,start,nan,0.060,-0.010,-0.05,-0.09,96.05,0.05,0.02,-0.04,0,0,0,0,LOITER,0
7.604,start,nan,0.061,-0.011,-0.04,-0.09,96.05,0.01,0.05,0.04,0,0,0,0,LOITER,0
7.624,start,nan,0.061,-0.011,-0.04,-0.09,96.05,0.00,0.01,0.02,0,0,0,0,LOITER,0
7.644,start,nan,0.061,-0.011,-0.04,-0.09,96.05,0.05,-0.02,0.03,0,0,0,0,LOITER,0
7.664,start,nan,0.061,-0.011,-0.04,-0.08,96.05,-0.00,-0.00,-0.01,0,0,0,0,LOITER,0
7.684,start,nan,0.061,-0.011,-0.03,-0.08,96.04,0.00,-0.02,-0.00,0,0,0,0,LOITER,0
7.704,start,nan,0.061,-0.011,-0.03,-0.08,96.04,-0.00,-0.02,-0.03,0,0,0,0,LOITER,0
7.724,start,nan,0.061,-0.011,-0.03,-0.08,96.04,-0.06,-0.03,-0.03,0,0,0,0,LOITER,0
7.744,start,nan,0.061,-0.011,-0.03,-0.08,96.04,-0.01,0.00,0.02,0,0,0,0,LOITER,0
7.764,start,nan,0.061,-0.012,-0.03,-0.08,96.04,0.01,-0.04,0.01,0,0,0,0,LOITER,0
7.784,start,nan,0.061,-0.012,-0.03,-0.07,96.04,0.01,0.02,0.02,0,0,0,0,LOITER,0
7.804,start,nan,0.061,-0.012,-0.03,-0.07,96.04,0.02,0.02,0.01,0,0,0,0,LOITER,0
7.824,start,nan,0.061,-0.012,-0.02,-0.07,96.03,0.03,0.02,-0.06,0,0,0,0,LOITER,0
7.844,start,nan,0.061,-0.012,-0.02,-0.07,96.03,-0.02,0.04,0.02,0,0,0,0,LOITER,0
7.864,start,nan,0.061,-0.011,-0.02,-0.07,96.03,-0.02,0.03,0.01,0,0,0,0,LOITER,0
7.884,start,nan,0.061,-0.011,-0.02,-0.06,96.03,0.03,-0.01,0.03,0,0,0,0,LOITER,0
7.904,start,nan,0.061,-0.011,-0.02,-0.06,96.03,0.01,0.03,0.05,0,0,0,0,LOITER,0
7.924,start,nan,0.061,-0.011,-0.02,-0.06,96.03,-0.02,-0.00,0.03,0,0,0,0,LOITER,0
7.944,start,nan,0.061,-0.011,-0.02,-0.06,96.03,-0.00,-0.07,0.00,0,0,0,0,LOITER,0
7.964,start,nan,0.061,-0.010,-0.02,-0.06,96.03,0.01,0.02,0.04,0,0,0,0,LOITER,0
7.984,start,nan,0.061,-0.010,-0.02,-0.06,96.03,-0.03,0.04,-0.01,0,0,0,0,LOITER,0
8.004,start,nan,0.060,-0.010,-0.02,-0.06,96.02,0.02,-0.01,-0.08,0,0,0,0,LOITER,0
8.024,start,nan,0.060,-0.010,-0.02,-0.06,96.02,-0.01,-0.01,0.01,0,0,0,0,LOITER,0
8.044,start,nan,0.060,-0.010,-0.02,-0.06,96.02,-0.03,-0.01,-0.01,0,0,0,0,LOITER,0
8.064,start,nan,0.059,-0.010,-0.02,-0.05,96.02,0.01,-0.03,-0.06,0,0,0,0,LOITER,0
8.084,start,nan,0.059,-0.010,-0.02,-0.05,96.02,0.01,0.04,0.03,0,0,0,0,LOITER,0
8.104,start,nan,0.059,-0.009,-0.02,-0.05,96.02,0.00,0.02,0.07,0,0,0,0,LOITER,0
8.124,start,nan,0.059,-0.009,-0.02,-0.05,96.02,0.04,0.02,-0.03,0,0,0,0,LOITER,0
8.144,start,nan,0.059,-0.009,-0.01,-0.05,96.02,-0.00,-0.01,-0.04,0,0,0,0,LOITER,0
8.164,start,nan,0.059,-0.009,-0.01,-0.05,96.02,0.01,-0.06,0.02,0,0,0,0,LOITER,0
8.184,start,nan,0.059,-0.009,-0.01,-0.05,96.02,0.04,-0.02,0.02,0,0,0,0,LOITER,0
8.204,start,nan,0.058,-0.009,-0.01,-0.05,96.02,-0.01,-0.03,0.09,0,0,0,0,LOITER,0
8.224,start,nan,0.058,-0.009,-0.01,-0.05,96.02,0.02,-0.00,0.02,0,0,0,0,LOITER,0
8.244,start,nan,0.058,-0.009,-0.01,-0.05,96.02,-0.02,-0.05,-0.02,0,0,0,0,LOITER,0
8.264,start,nan,0.058,-0.009,-0.00,-0.05,96.02,0.01,0.02,0.07,0,0,0,0,LOITER,0
8.284,start,nan,0.058,-0.009,-0.00,-0.05,96.01,0.01,0.04,-0.02,0,0,0,0,LOITER,0
8.304,start,nan,0.058,-0.009,0.00,-0.05,96.01,0.05,0.00,0.03,0,0,0,0,LOITER,0
8.324,start,nan,0.058,-0.009,0.00,-0.05,96.01,0.01,-0.05,-0.02,0,0,0,0,LOITER,0
8.344,start,nan,0.058,-0.009,0.00,-0.05,96.01,0.01,-0.01,0.00,0,0,0,0,LOITER,0
8.364,start,nan,0.058,-0.009,0.01,-0.05,96.01,0.00,-0.03,0.03,0,0,0,0,LOITER,0
8.384,start,nan,0.058,-0.009,0.01,-0.05,96.01,0.01,0.04,0.01,0,0,0,0,LOITER,0
8.404,start,nan,0.058,-0.010,0.01,-0.05,96.01,0.01,-0.03,0.02,0,0,0,0,LOITER,0
8.424,start,nan,0.058,-0.010,0.01,-0.04,96.01,0.01,-0.00,-0.03,0,0,0,0,LOITER,0
8.444,start,nan,0.058,-0.010,0.01,-0.04,96.01,0.03,-0.05,-0.00,0,0,0,0,LOITER,0
8.464,start,nan,0.059,-0.011,0.01,-0.04,96.01,0.00,0.01,-0.00,0,0,0,0,LOITER,0
8.484,start,nan,0.059,-0.011,0.01,-0.04,96.01,0.00,0.00,-0.00,0,0,0,0,LOITER,0
8.504,start,nan,0.059,-0.011,0.02,-0.04,96.01,0.02,0.00,-0.05,0,0,0,0,LOITER,0
8.524,start,nan,0.059,-0.011,0.02,-0.04,96.01,-0.03,-0.02,0.00,0,0,0,0,LOITER,0
8.544,start,nan,0.059,-0.011,0.02,-0.04,96.00,0.01,0.05,-0.00,0,0,0,0,LOITER,0
8.564,start,nan,0.060,-0.011,0.02,-0.04,96.00,0.04,0.03,-0.01,151,151,151,151,LOITER,0
8.584,start,nan,0.060,-0.011,0.02,-0.04,96.00,-0.02,-0.03,-0.03,151,151,151,151,LOITER,0
8.604,start,nan,0.060,-0.012,0.02,-0.04,96.00,0.05,0.02,-0.02,151,151,151,151,LOITER,0
8.624,start,nan,0.060,-0.012,0.02,-0.03,96.00,0.02,0.03,0.01,151,151,151,151,LOITER,0
8.624,takeoff to 20 m,nan,0.060,-0.012,0.02,-0.03,96.00,0.02,0.03,0.01,151,151,151,151,LOITER,0
8.644,takeoff to 20 m,nan,0.060,-0.012,0.02,-0.03,96.00,0.01,0.01,0.01,151,151,151,151,LOITER,0
8.664,takeoff to 20 m,nan,0.060,-0.012,0.02,-0.03,96.00,-0.01,-0.03,-0.02,151,151,151,151,LOITER,0
8.684,takeoff to 20 m,nan,0.060,-0.012,0.02,-0.03,96.00,0.00,-0.01,-0.01,151,151,151,151,LOITER,0
8.704,takeoff to 20 m,nan,0.060,-0.012,0.03,-0.03,96.00,0.02,-0.03,0.03,151,151,151,151,LOITER,0
8.724,takeoff to 20 m,nan,0.060,-0.012,0.03,-0.03,95.99,0.03,-0.04,0.03,151,151,151,151,LOITER,0
8.744,takeoff to 20 m,nan,0.060,-0.012,0.03,-0.03,95.99,-0.04,-0.01,-0.02,151,151,151,151,LOITER,0
8.764,takeoff to 20 m,nan,0.060,-0.012,0.03,-0.03,95.99,0.02,-0.04,-0.05,151,150,151,151,LOITER,0
8.784,takeoff to 20 m,nan,0.060,-0.012,0.03,-0.03,95.99,0.06,-0.01,0.04,151,150,151,151,LOITER,0
8.804,takeoff to 20 m,nan,0.060,-0.012,0.03,-0.03,95.99,-0.00,0.02,-0.05,151,150,151,151,LOITER,0
8.824,takeoff to 20 m,nan,0.060,-0.012,0.03,-0.03,95.99,0.08,-0.03,0.03,151,151,151,151,LOITER,0
8.844,takeoff to 20 m,nan,0.060,-0.012,0.04,-0.02,95.99,0.04,-0.01,0.01,151,151,151,151,LOITER,0
8.864,takeoff to 20 m,nan,0.060,-0.012,0.04,-0.02,95.99,0.00,0.03,0.03,151,151,151,151,LOITER,0
8.884,takeoff to 20 m,nan,0.060,-0.012,0.04,-0.02,95.99,-0.00,-0.04,-0.03,151,151,151,151,LOITER,0
8.904,takeoff to 20 m,nan,0.059,-0.012,0.04,-0.02,95.99,0.03,-0.02,0.05,151,151,151,151,LOITER,0
8.924,takeoff to 20 m,nan,0.059,-0.012,0.04,-0.02,95.99,0.03,-0.01,-0.01,151,150,151,151,LOITER,0
8.944,takeoff to 20 m,nan,0.059,-0.012,0.04,-0.02,95.99,0.03,-0.01,0.01,151,150,151,151,LOITER,0
8.964,takeoff to 20 m,nan,0.059,-0.012,0.04,-0.02,95.99,0.05,-0.03,-0.00,151,150,151,151,LOITER,0
8.984,takeoff to 20 m,nan,0.059,-0.012,0.04,-0.02,95.99,0.02,0.01,0.02,151,150,151,151,LOITER,0
9.004,takeoff to 20 m,nan,0.060,-0.012,0.04,-0.02,95.99,0.00,0.02,0.00,151,150,151,151,LOITER,0
9.024,takeoff to 20 m,nan,0.060,-0.012,0.04,-0.02,95.99,0.06,0.00,0.04,151,151,151,151,LOITER,0
9.044,takeoff to 20 m,nan,0.060,-0.012,0.04,-0.02,95.99,0.04,-0.01,-0.01,151,151,151,151,LOITER,0
9.064,takeoff to 20 m,nan,0.060,-0.012,0.04,-0.01,95.99,-0.05,0.01,0.00,151,151,151,151,LOITER,0
9.084,takeoff to 20 m,nan,0.060,-0.012,0.04,-0.01,95.99,-0.01,-0.04,0.00,151,151,151,151,LOITER,0
9.104,takeoff to 20 m,nan,0.060,-0.012,0.04,-0.01,95.99,0.05,-0.00,0.05,151,151,151,151,TAKEOFF,1
9.124,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,0.04,0.03,-0.04,151,151,151,151,TAKEOFF,1
9.144,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,0.03,0.00,0.05,151,151,151,151,TAKEOFF,1
9.164,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,-0.03,0.04,-0.02,151,151,151,151,TAKEOFF,1
9.184,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,0.01,0.02,0.04,151,151,151,151,TAKEOFF,1
9.204,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,0.00,-0.05,0.01,151,151,151,151,TAKEOFF,1
9.224,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,-0.02,0.04,0.01,151,150,151,151,TAKEOFF,1
9.244,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,0.08,0.01,-0.00,151,150,151,151,TAKEOFF,1
9.264,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,0.02,0.00,0.00,151,150,151,151,TAKEOFF,1
9.284,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,-0.02,0.02,-0.02,151,150,151,151,TAKEOFF,1
9.304,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,0.02,0.02,-0.04,151,150,151,151,TAKEOFF,1
9.324,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.99,0.03,0.01,0.02,151,151,151,151,TAKEOFF,1
9.344,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.98,0.01,0.05,0.02,151,151,151,151,TAKEOFF,1
9.364,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.98,0.04,0.04,0.04,151,151,151,151,TAKEOFF,1
9.384,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.98,-0.01,-0.02,-0.03,151,151,151,151,TAKEOFF,1
9.404,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.98,-0.01,-0.02,0.02,151,151,151,151,TAKEOFF,1
9.424,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.98,0.02,0.01,0.04,151,151,151,151,TAKEOFF,1
9.444,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.98,0.03,0.03,0.05,151,151,151,151,TAKEOFF,1
9.464,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.98,0.02,0.03,0.03,151,151,151,151,TAKEOFF,1
9.480,takeoff to 20 m,nan,0.060,-0.012,0.05,-0.01,95.98,-0.02,-0.00,-0.02,151,151,151,151,TAKEOFF,1
9.504,takeoff to 20 m,nan,0.059,-0.012,0.05,-0.01,95.98,-0.03,-0.05,0.00,151,151,151,151,TAKEOFF,1
9.524,takeoff to 20 m,nan,0.059,-0.012,0.05,-0.01,95.97,0.02,-0.06,-0.03,151,151,151,151,TAKEOFF,1
9.544,takeoff to 20 m,nan,0.059,-0.012,0.05,-0.01,95.97,0.02,0.01,-0.04,151,151,151,151,TAKEOFF,1
9.564,takeoff to 20 m,nan,0.059,-0.012,0.05,-0.02,95.97,-0.00,-0.05,-0.04,151,150,151,151,TAKEOFF,1
9.584,takeoff to 20 m,nan,0.059,-0.012,0.05,-0.02,95.97,0.05,0.01,0.02,151,150,151,151,TAKEOFF,1
9.604,takeoff to 20 m,nan,0.059,-0.011,0.05,-0.02,95.97,-0.00,0.02,-0.06,151,150,151,151,TAKEOFF,1
9.624,takeoff to 20 m,nan,0.059,-0.011,0.05,-0.02,95.96,0.03,-0.01,-0.00,160,155,158,157,TAKEOFF,1
9.644,takeoff to 20 m,nan,0.059,-0.011,0.05,-0.02,95.96,-0.00,0.01,0.00,160,155,158,157,TAKEOFF,1
9.664,takeoff to 20 m,nan,0.058,-0.011,0.05,-0.02,95.96,0.02,-0.03,-0.00,167,161,165,163,TAKEOFF,1
9.684,takeoff to 20 m,nan,0.058,-0.011,0.04,-0.03,95.96,-0.04,-0.06,0.01,167,161,165,163,TAKEOFF,1
9.704,takeoff to 20 m,nan,0.057,-0.011,0.04,-0.03,95.96,-0.02,-0.03,-0.03,167,161,165,163,TAKEOFF,1
9.724,takeoff to 20 m,nan,0.057,-0.011,0.04,-0.03,95.96,0.04,-0.02,-0.03,174,168,172,170,TAKEOFF,1
9.744,takeoff to 20 m,nan,0.057,-0.011,0.04,-0.03,95.96,0.02,-0.00,-0.02,174,168,172,170,TAKEOFF,1
9.764,takeoff to 20 m,nan,0.056,-0.010,0.04,-0.03,95.96,-0.06,0.03,0.01,183,177,181,179,TAKEOFF,1
9.784,takeoff to 20 m,nan,0.056,-0.010,0.04,-0.03,95.96,0.00,-0.03,0.02,183,177,181,179,TAKEOFF,1
9.804,takeoff to 20 m,nan,0.056,-0.010,0.04,-0.03,95.96,0.01,-0.03,-0.01,183,177,181,179,TAKEOFF,1
9.824,takeoff to 20 m,nan,0.056,-0.010,0.04,-0.03,95.96,0.08,-0.02,0.01,191,185,189,187,TAKEOFF,1
9.844,takeoff to 20 m,nan,0.056,-0.010,0.03,-0.03,95.96,0.02,-0.02,0.01,191,185,189,187,TAKEOFF,1
9.864,takeoff to 20 m,nan,0.055,-0.009,0.03,-0.03,95.96,0.00,-0.02,-0.02,199,193,198,195,TAKEOFF,1
9.884,takeoff to 20 m,nan,0.055,-0.009,0.03,-0.03,95.96,-0.03,0.01,-0.03,199,193,198,195,TAKEOFF,1
9.904,takeoff to 20 m,nan,0.054,-0.009,0.03,-0.03,95.96,0.02,-0.03,-0.01,199,193,198,195,TAKEOFF,1
9.924,takeoff to 20 m,nan,0.054,-0.009,0.03,-0.03,95.96,0.02,0.01,0.06,208,202,206,204,TAKEOFF,1
9.944,takeoff to 20 m,nan,0.054,-0.009,0.03,-0.02,95.96,0.01,0.03,0.02,208,202,206,204,TAKEOFF,1
9.964,takeoff to 20 m,nan,0.053,-0.008,0.03,-0.02,95.96,0.03,-0.01,0.02,218,213,217,215,TAKEOFF,1
9.984,takeoff to 20 m,nan,0.053,-0.008,0.02,-0.02,95.96,0.03,-0.01,-0.01,218,213,217,215,TAKEOFF,1
10.004,takeoff to 20 m,nan,0.052,-0.008,0.02,-0.02,95.97,0.03,0.00,-0.01,218,213,217,215,TAKEOFF,1
10.024,takeoff to 20 m,nan,0.052,-0.008,0.02,-0.02,95.97,-0.03,-0.00,0.03,228,223,227,224,TAKEOFF,1
10.044,takeoff to 20 m,nan,0.052,-0.008,0.02,-0.02,95.97,0.02,0.00,-0.03,228,223,227,224,TAKEOFF,1
10.064,takeoff to 20 m,nan,0.052,-0.007,0.02,-0.02,95.97,-0.02,-0.01,-0.07,238,234,237,235,TAKEOFF,1
10.084,takeoff to 20 m,nan,0.052,-0.007,0.02,-0.02,95.97,-0.00,-0.02,-0.02,238,234,237,235,TAKEOFF,1
10.104,takeoff to 20 m,nan,0.051,-0.006,0.02,-0.02,95.97,-0.03,-0.04,0.02,238,234,237,235,TAKEOFF,1
10.124,takeoff to 20 m,nan,0.051,-0.006,0.02,-0.01,95.97,-0.01,0.01,0.06,249,245,248,245,TAKEOFF,1
10.144,takeoff to 20 m,nan,0.051,-0.006,0.02,-0.01,95.97,-0.02,0.06,0.05,249,245,248,245,TAKEOFF,1
10.164,takeoff to 20 m,nan,0.050,-0.006,0.02,-0.01,95.97,0.04,0.03,-0.00,261,258,261,259,TAKEOFF,1
10.184,takeoff to 20 m,nan,0.050,-0.006,0.01,-0.01,95.97,-0.02,0.00,-0.03,261,258,261,259,TAKEOFF,1
10.204,takeoff to 20 m,nan,0.050,-0.005,0.02,-0.01,95.98,0.01,-0.04,0.04,261,258,261,259,TAKEOFF,1
10.224,takeoff to 20 m,nan,0.050,-0.005,0.01,-0.01,95.98,-0.05,-0.06,-0.04,273,270,273,270,TAKEOFF,1
10.244,takeoff to 20 m,nan,0.050,-0.005,0.01,-0.01,95.98,-0.00,-0.04,0.04,273,270,273,270,TAKEOFF,1
10.264,takeoff to 20 m,nan,0.049,-0.005,0.01,-0.01,95.98,-0.00,0.04,-0.01,285,282,284,282,TAKEOFF,1
10.284,takeoff to 20 m,nan,0.049,-0.005,0.02,-0.00,95.98,0.02,-0.01,0.06,285,282,284,282,TAKEOFF,1
10.304,takeoff to 20 m,nan,0.049,-0.005,0.02,-0.00,95.98,0.04,-0.02,0.03,285,282,284,282,TAKEOFF,1
10.324,takeoff to 20 m,nan,0.049,-0.005,0.02,-0.00,95.98,-0.03,0.03,0.00,297,294,297,295,TAKEOFF,1
10.344,takeoff to 20 m,nan,0.049,-0.005,0.02,-0.00,95.98,0.04,-0.03,0.02,297,294,297,295,TAKEOFF,1
10.364,takeoff to 20 m,nan,0.050,-0.005,0.02,-0.00,95.98,0.00,-0.03,0.01,312,309,311,310,TAKEOFF,1
10.384,takeoff to 20 m,nan,0.050,-0.005,0.02,-0.00,95.98,-0.03,0.00,0.01,312,309,311,310,TAKEOFF,1
10.404,takeoff to 20 m,nan,0.050,-0.005,0.02,-0.00,95.98,0.02,0.03,-0.02,312,309,311,310,TAKEOFF,1
10.424,takeoff to 20 m,nan,0.050,-0.005,0.02,-0.00,95.98,0.02,-0.03,-0.00,326,322,325,323,TAKEOFF,1
10.444,takeoff to 20 m,nan,0.050,-0.005,0.03,-0.00,95.98,0.02,0.01,-0.03,326,322,325,323,TAKEOFF,1
